,Negative Review 1,Negative Review 2,Negative Review 3,Positive Review 1,Positive Review 2,Positive Review 3,restaurant
424,SAlads are fresh. That's all I eat there. However! Warning! The curb in the drive throwing will eat up ur rims. I saw car after car while on line waiting scuff there rims up. It's too close! You have to enter very wide. Or ur in trouble. They really need to fix this problem. Really not cool.,"Smell of garbage in the restaurant.Ask for a copy of your receipt, otherwise you're likely to not get your order and be accused of taking it even though you haven't walked away from the counter. Glacially slow service. Absolutely no sense of customer service. Rewarding this place with more business only encourages their incompetence. The night manager has either checked out or is overwhelmed, franchise owner should spend extra on an assistant manager.",Just like 5 guys. The burgers give me a stomach pain everything I eat them. The flavor is okay but that's a bad flavor if it's gonna hurt my stomach. Oh your commercials saying: we got fresh buns!! Fresh real grilled meat unlike McDonald's!!Yeah right don't mock the way one of your competitors makes food when your barely any different then all fast food chains. Fries are equally to blame and I like fries very much.,none,none,none,Wendy's
425,none,none,none,"This was a nice little Mexican spot right in the middle of the Bronx Little Italy. The chips and salsa are complimentary, which is at it should be . The salsa was nice and smoky and the chips weren't fresh out the oil but they were good. I ordered the Barbacoa tacos (the goat...they also have beef). My boyfriend ordered the steak tacos. Let me just say that they give you a huge amount of meat in each taco. They have a $9 special for three tacos and I could only eat two. The goat in my tacos was very tender and I thoroughly enjoyed them with some lime and pickled onions (yes I added more onions on top of the onions already on the taco...so what) which they give you on the side to add.  I tried my boyfriend's tacos and I liked the steak better. The flavor was better, but honestly both were good. We also ordered juice. I had tamarindo and bae had fresh pressed OJ. The juice was good as well. The music they were playing was great, a lot of Spanish trap (which I like). The service was prompt and our waiter was nice and our total check came to $27. Not bad at all! Overall the vibe was nice, good service, good food and low prices. I'll definitely be back!","The food was absolutely delicious!!! The service could be better; they don't accommodate infants very well. They had a high chair but the waitress never offered it. She wanted us to pull the stroller up to the table...so I just grabbed the highchair myself. It's not a big space at all the being able to fold the stroller was very convenient. I'd say leave stroller in the car. We also had to ask for a place setting and plate for the baby. Eventually our waitress caught on; she brought more napkins as she saw it was a messy experience lol.Only issue for me was that I was expecting to have a nice strong margarita and they dont serve liquor. They have beer and wine but no tequila shots or margaritas.....they have pina coladas but only virgin. We chose their fountain drink options...it was a purple drink that had tamarind and...I forgot lol but it was really good; reminded me of sorrel but not as strong. No issues with the food. I had a beef burrito that was huge and seasoned to perfection. The guac, chips and salsa are addictive. The fish tacos were also tasty. They bring you a tray of various styles of hot sauce. One had thinly sliced habaneros and onions in a vinegar sauce. Mmmm fire!!! No seriously straight up chugging water and sucking on ice hot. I would come back because the meal was perfect.",Always good food here the tacos pastor are the tastiest i have had in any Mexican restaurant so far that i have personally visited great chips and salsa always a delightful experience,Estrellita Poblana III
426,none,"I've ordered from here before as well as gotten take out. There's always something that's not quite right! After the food I ordered today, NEVER EVER AGAIN!! The boneless chicken chunks are not only very dry, the chicken is dark like pork shoulder meat and smells like chicken livers!! See picsSo I paid $24.00 for a few french fries, salad and soda. No need to send back, the replacement would be very suspicious. Smh",none,THEY ACCEPT APPLE PAY AND GOOGLE PAY SAMSUNG PAY. A very beautiful filling breakfast. I recommend this place to anyone whom visits this area of Harlem. I literally just finished eating. So everyone now you know they accept APPLE PAY AND GOOGLE,none,"This little spot in Harlem is a must. I was in Harlem for the day for a job training and it was recommended to me. When I walked in around 12pm for lunch was it amazingly packed with people (lots of construction in the area so the men where on their lunch break). The line to order was long, but it was worth it. I ordered the yellow rice, baked chicken and red beans with avocado. It was delicious, moist and plentiful. I am always a fan of Spanish food and found this one to a gem restaurant in the City.",Andy's Restaurant
427,none,none,none,Been going to this diner  for years. I've  been living in the community for 28 years now. When I call they know my address. The delivery guy is always nice and accommodating but as of lately food has been a hit or miss. What happened to putting love into your food.,Great food! Love ordering food from here for delivery! The people there are so sweet and accommodating!,Stopped in for breakfast had a BLT it was good the fries were a bit undercooked my friend had a cheese omelet... the coffee was great ... the waitress was very attentive ....,Dyre Ave Diner
428,"Came back after a long time. Not much has changed. I still love their chicken quesadillas and tacos. Very consistent. Not super authentic, but hey, it's Tex mex!",none,"I don't even know why this place is still open.I ordered from them twice, just to give them a fare chance. I obviously don't have to it a 3rd time.The chicken taco salad with unknown meat is just a bunch of lettuce, jalapeños, with some salsa on the side (I think is picante sayer from a jar), source cream and the unknown meat.Nasty as hell!! The shell, it tasted as it was fried days before. No fresh at all.You know when you eat something and there is a level of uncertainty when you swallow the food? That was feeling, more the 2nd time that the first time.This place serves, Mexican, Chinese and Japanese food, how can the city allow this!!!Ps: I don't intend for business to close down by providing a negative review, but this place needs to be inspected ASAP!",none,"Its a small place, a hole in the wall, but the food is amazing. Everything is fresh and made on the spot, though it make take 30-40 minutes for a big order, it is definitely worth it. The quesidillas are amazing. One can taste the freshness, why go to taco bell when you can have freshly made mexican food!?",none,Top Tortillas
429,The food was excellent . just the sitting arrangement wasn't the best.  It was a little tight.  I will go back for more .   Yum Yum in my tummy .:),none,none,none,"Absolutely love this place!! Huge fan of the ceviche, the tallarin saltado and the lomo saltado!!! And probably everything else- I'm working my way through the menu. Chips, nuts and dips when you arrive and the staff is kind and courteous. The place is cozy and relaxing. Enjoy a Cusqueno to the rhythms of melodic Spanish dancing through the air. Highly recommend!!",Excellent Peruvian dishes in a tiny location. The food is well prepared. You can tell how good a Peruvian spot is by tasting their ceviche. This was one of the best ones I've ever had! Truly delicious. Thin cut fish strips. The prices are average for this type of cuisine. There's only a few tables. Small restaurant. Not suited for big groups. I highly recommend it.,Lineas de Naska
430,none,none,Service was very nice. Another costumer was yelling about how gringos are the worst with his friend over some coronas and thought I didn't understand. Loved the whole experience and the tacos were very good.,"Most authentic tacos...al pastor is actually on a rotisserie how it should be! It's a hole in the wall but it's perfect. The place is small, enough for 3 booths a pool table, a bar and some other scattered tables. Music is generally very loud, but the drinks and food are on point and the price is right!","Most authentic tacos...al pastor is actually on a rotisserie how it should be! It's a hole in the wall but it's perfect. The place is small, enough for 3 booths a pool table, a bar and some other scattered tables. Music is generally very loud, but the drinks and food are on point and the price is right!",none,Santa Clarita
431,none,none,none,Great quality gourmet style Asian cuisine no msg if you need to be concerned with your health or diet this is an excellent place to order your food. The dumplings are delicious.,"The dumplings here were DELICIOUS I specifically got fried pork dumplings and I loved them. Probably one of the best dumplings i've had in a good while. The boba tea is also delicious and very affordable. A large cup is only $4 and you don't see that everyday. Especially for actually good boba with edible tapioca pearls because yes, some places serve them so hard they're barely edible. But here, it's perfect. I love this place (:",It's good Chinese food from the hood. Nothing out of the ordinary but still very filling. Nothing off the list really stands out from all the other Chinese locations around the area. It gets a better than average rating because it is cleaner than most and delivery tends to be fast unless at peak hours.,Mei Mei Restaurant
432,none,"This was probably our favorite brunch place in my neighborhood. We go there all the time, especially since my kids are obsessed with their pancakes. However, we tried to have breakfast last weekend while my sister was in town and I will never step foot in there again. The food used to be great, but a lot has changed recently. The cooks, management, and the waiters.... are mostly new with the exception of our usual waiter. A young guy who is always so nice and attentive and knows exactly what my kids have there! My sister arrives before us. She asks for a mimosa. When we arrive she was already served, but she is told she has to go outside and should have never been served. She already has the damn drink in her hand and is asked to wait for a table outside. Are you serious?! Our usual waiter asks us to come back inside after she pays for her drink and apologizes for the rude woman with the ridiculous eyelashes. I told him he wasn't the issue but that was so rude. We live in the neighborhood and go there all the time. Sad to say we will be going to IHOP I guess.",none,Absolutely delicious!! Very friendly clean menu many choices! Mimosas five dollars!I will definitely be back!!,none,"Great place to try if you haven't yet in East Harlem. Service was quick, food was good, and wasn't too expensive. I recommend the pancakes and the potato hash.",Yura's Blue Plate
433,none,"I tried this place for the first time after considering for a while. DO NOT ORDER FROM HERE! I ordered the chicharron de pollo sin hueso with rice and beans. The rice and beans were so good, BUT the chicken was not only flavorless but wasn't fully cooked! There was so much red in the meat I spit it out immediately. I opened up a few pieces of the chicken and they were all red! I had to throw it out or else I'm sure I'd have food poisoning. When we contacted the restaurant they refused to give a refund.","I walked in on a Sunday with two friends. We looked around it was empty. We waited to be greeted but no one was around. We decided to sit and a waitress came from the back room. She gave us 3 menus but one was missing 2 pages and one was dirty. We asked for new menus. She told us there were no specials today. We were asked what we wanted but we needed more time to decide. We were hungry as well. We ordered a pina colada, blue Hawaiian and a strawberry mojito to start. The appearance definitely will fool people. The piña colada had no alcohol and had to ask the waitress two times. The blue Hawaiian was pure sugar and the strawberry mojito...I should of knew just by the color. First, she brought me a regular mojito and I told her I ordered a strawberry. Then she bought me a strawberry and it tasted so watery. I again was not satisfied ...I told her it did not have any alcohol she went back to change it but it still tasted the same. I gave up after that.I was ready to go and that we did. Customer Service was a downfall! I will not return to this restaurant.",This was my first time coming to Roy's Bar NOT the restaurant. This is an a two in one. You have the restaurant entrance and the bar side. The bar is a pretty spacious size. I was brought here by a friend who recommended it for Happy hour. I was not disappointed at all! Great cubetazo special ( Beer bucket). The DJ was AMAZING!!! So BIG shoutout to the DJ! He played so much great music that took me back to the 90s. To add I didn't stop dancing nor singing once!! Great place if you're looking for good music and drinks and food all in one place. I would definitely come back.,none,none,Roy's Restaurant & Bar
434,none,none,none,"The best Mexican Food ever, they are so good, is really a nice place and really the food is amazing. I always go to this place when I want to eat Mexican food.","My boyfriend and I come here every year for cinco de mayo as that is the anniversary of our first date. We have always enjoyed the food except for the fajitas. The guacamole is fresh and tasty but don't be fooled, whether you ask for the guac mild, medium or hot, it is always spicy. My favorite to eat is the bistec encebollado with rice and black beans. My boyfriend likes the tacos and the torta with chicken. For dessert we have the tres leche for the first time and it was amazing! For drinks we loved the horchata and the sangria was divine. Strong in the best way. The only complaints we have are that the staff isn't so friendly and it always takes a while to get your food since they are short staffed. Overall, this place is definitely worth a try, you won't regret it!","This was authentic Mexican food and it was so so good!  We had the Guacamole and chips, chicken tostadas, carnitas quesadilla, and horchata. Everything was delicious! It's a small place and it's in the hood but that won't stop me from coming again!",Xochimilco Family Restaurant
435,none,none,"DONT EVER ORDER HERE!!!the only reason I give this place two start it's because if is less than one start this post won't be showing up..I ordered a large pie and two beef patty with Coco bread first of all my delivery came almost an hour late second,beef Petty that I received was BLACK..it was burned back and forth I try to it eat it by taking the black part off on the bread but I found moles in the bread.So I call the store back and told them my food was burned they asked me what I need I said nothing you guys shouldn't do business this way and the person who answered my called just hung up on me..You guys are selling food that people eat don't fuk around with the food.",Great pizza good people and friendly The best Margarita pizza************************,"My boyfriend loves Nora Pizza, and I think they're okay, so I'll meet in the middle and give it a 4. We've ordered delivery from here 3 times, I believe, and they're pretty quick with delivery, the food is hot, and the delivery guy is always really friendly, courteous, and delivers to the door. Pizza-wise, we've only tried the regular cheese pie, and it's got a nicely flavored sauce and cheese combo, but personally, I'm not the hugest fan of the dough. It's okay, but not the best I've ever had. I've tried the chicken roll, which was well-seasoned but almost burnt when it arrived - but I bet if it was fresh from the oven, it'd be really delicious. Garlic knots are made with fresh garlic and parsley as well as olive oil, which I like, but they need a tiny bit more salt or parmesan and a little less oil (they kinda sit in a few tablespoons of olive oil). Overall, a solid pizza delivery joint. We're definitely going to be ordering again (more thanks to my bf than to me! haha)",none,Nora Pizza
436,none,none,none,I ate here for the first time in 25 years. Cheeseburger is still on the money! Great table service by a really nice kid.,"I have passed here for a couple of years now, read all the good reviews on Yelp and FINALLY decided to try it for myself.I have to say that I'm a little disappointed because my food was just ok.I had a cheeseburger with onions, corn on the cob and 1/2 dozen raw clams (medium size).  Now I loved the onions on the cheeseburger but other than that the burger really didn't have much taste and the bun was too thick for the size of the burger.  The corn on the cob was delicious!  Nice and hot - could have used a little more butter but overall it was good.  The clams were good but the cocktail sauce could have used a little spice to it as it was kind of bland.  I didn't see any hot sauce to add to it and the waiter never came over to ask if I needed anything or to even bring me my check - I had to go inside and pay at the register.The restaurant had a steady stream of customers coming in and for that reason I will try it again just to see if maybe they were having an off day.  Stay tuned for an update.","My first time going there and this is a hidden GEM!My lady and I got fried fish, fried shrimp, and fried clams... I had a couple bites of her burger and I'll say EVERYTHING tasted amazing! The staff was very nice and held good conversation. Will be visiting again VERY soon!",Leno's Clam Bar
437,none,none,none,Food is always on point. To be able to get so much food for the amount of money is beyond me. Definitely worth it and the food is really good. I would personally suggest getting some peanut punch.,"Had the urge to eat soul food, so looking through Yelp We came here on a whim. I was skeptical on how the food was because of the location (castle hill) but this was the closest  one and i was starving so we decided to try it out. It's a small humbled spot, very homey and the server was pretty friendly. We ordered almost everything. I'm greedy so I like to have varieties. ""She""(forgot the servers name)was very generous with the amount of food she served us. To my surprise 9 out of the 10 things we ordered was pretty tasty. The BBQ ribs were great very sweet and savory and tender also the fried chicken was so nice and crispy and very moist and flavorful, she had to cook it fresh (excellent) so we  had to wait a few minute but that was ok with me. The greens was good. I usually don't eat greens from certain places or people but I'm glad I tried it here, the mac and cheese was not my favorite and the yams as well wasn't my favorite, the taste was a little wired. For the most part I would recommend anyone to go here at least once or twice.","It's not spectacular, but it is satisfying.I'd personally think the flavors are spot on. I wouldn't mind slightly bigger portions, but maybe that's just me. Sometimes they don't always have what's on the menu. The pickings for Caribbean so food are slim in in the immediate area, still this place is nice enough. If your looking for special culinary experience you might have a better time at Golden Crust, though. Also, the  decor could use some updating.",David's Soul Food Cafe
438,none,none,none,"This place has been highly recommend and I'm so happy I was able to check out their brunch! Their food is delicious and tasteful, I like the variety of options! I enjoyed the atmosphere, great DJ and overall good service! I'll definitely be coming back for another brunch! If you are in the area, check our their prefix menu! The best part: BOTTOMLESS mimosas!",So we come here for my friends birthday brunch. My friends are Hispanic. They definitely don't put the same care as they did into service for me as they did for my friends. In fact at the bar I had to get my friend to order for me because the bartender ignored me.  I would have just left but I didn't want to ruin everyone's fun. After paying for 4 drinks that only really added up to 3 because the rude bartender served me lass then half glasses of jack and coke. I sat at my table and waited for my food.  Burnt fried calamari  and burnt steak and raw eggs. When everyone els food came out fine. I'm more then certain I wasn't welcome nor wanted in this establishment. If I could give this place zero stars I would.  Btw there were 12 of us and 3 including my self are black and they was treated the same way if not worse.  So if you are Black I wouldn't come here ever!!!,So we come here for my friends birthstone brunch. My friends are Hispanic. They definitely don't put the same care as they did into service for me as they did for my friends. In fact at the bar I had to get my friend to order for me because the bartender ignored me.  I would have just left but I didn't want to ruin everyone's fun. After paying for 4 drink that only really added up to 3 because the rude bartender served me lass then half glasses of jack and coke. I sat at my table and waited for my food.  Burnt fried calamari  and burnt steak and raw eggs. When everyone els food came out fine. I'm more then certain I wasn't welcome nor wanted in this establishment. If I could give this place zero stars I would.  Btw there were 12 of us and 3 including my self are black and they was treated the same way if not worse.  So if you are Black I wouldn't come here ever!!!,Made In Mexico
439,none,This was one of my best Mexican restaurant after I had bad . Bad experience at restaurant nearby.. I was order food 5 days and always had a problem with something maybe because the cooks get drunk .. one night I was tire worked 10 hours a day I ordered food and I found a piece of nail dirty nail in my quesadilla and the wort this thing was that I was chewing the food it was in my mouth I call them and they give me a wrong managers number I have pictures but is disgusting to show but I will later..and the girls always talking shit about customer behind the counter,"I just to order over $60 on food all the time but last night They refused to take my order over phone because customer service said that, (if you're not in their system they couldn't take orders any more over the phone!!) That's really crazy!! If you guy's don't take order over phone then just block you restaurant phone for incoming calls that's all, but don't play around with customers that doesn't look good for you business you're losing customers this way.","I LOVE THIS PLACE.My coworkers and I come here on a weekly basis to eat the amazing food here. I've only tried the tacos, but the they are so good!The service here can be a bit slow during lunch since there is only one waitress, so if you're in a rush, make sure to ask for the check ASAP. However, the anticipation is WORTH IT. I really like the pollo asado tacos as well as the carnitas (although I'm sure EVERY taco here is delicious). The meat in the carnitas is soooo soft; a bit fatty, but IT REALLY HITS THE SPOT when you've been sitting in an office for 5 hours!!!Some of the tacos say $3.50 in price, but if you order them with everything on it (sour cream, tomatos, lettuce, etc.), they come out to $4.00 on the bill.All in all, if you are in the area, I would DEFINITELY give this place a try.",none,none,El Molcajete
440,none,"Taste of pizza also depends on quality of Mozzarella cheese and in my opinion Morris Park pizza use good quality cheese than others in 10462, 10469 and 10461 zip codes",none,"If you are ever in the area, and craving the perfect slice--go to MORRIS PARK PIZZERIA! The owner of this pizza joint really cares about his customers (especially since this place has been around for 27 years), he truly gives this place life. The prices are surprisingly cheap and you get so much. You can get ten garlic knots for just a dollar. You can get a huge jumbo cheese slice for two dollars. And it gets even better than that their heroes range from 3-5 dollars, isn't that unbelievable? You would think that if the prices are so cheap the food would be bad, but it's the opposite! IT'S AMAZING! The slice was crispy, cheesy and had so much flavor. I hope I can go back to this place soon. It's a small pizza place that has a lot of character, and you feel right at home in this local Bronx business.",none,"I grew up around the area, and honestly though I don't live close by anymore; It's still considered in my eyes the best darn good Chicken slice/ pepperoni rolls/ garlic nots / calzones. You won't regret coming here. Angelo still remembers me and my family when I stop by ( once in a blew). But I'll keep coming back here for years to come.",Morris Park Pizzeria
441,none,I've ordered from here once before so I knew the food was decent. I really enjoy their burritos. The only downfall is the long wait time. I ordered around 11:30 pm and didn't get my food until 1pm. I don't live too far so to wait that long is kind of crazy. If you do place an order from here be prepared to wait a while.,none,"First time for me... they delivered even though it may have been outside of their bycicle delivery area..  we were not disappointed IT WAS DELICIOUS!!!!!! We ordered tacos... steak, chicken and off the menu groundmeat. It was still warm when it arrived ... First bite into my steak taco.. I was convinced that I had to visit this restaurant for a full sit down meal... can't wait! Loved it!! Steve on Tiemann",none,"This rating is only for the food, which was great! Order in at your own peril though, since you might wait an hour and 20 minutes on a delivery. Unreasonable wait time for me when this restaurant is only 10 mins from my house. Placed the order at the top of the hour (7:15pm) so that it can be delivered within the expected 45-55 mins. Received my order at 8:40pm. EAT24 app customer service was great and offered me a credit on future orders. Am on the fence as to whether I'll order again but if I do I'll update this review.",Azul Tequila
442,none,SCAMMERSUsed to order here all the time but the takeout was getting ridiculous. They always forget something and the best part is I would order the same thing every time and yet the price would always change. So either they're really stupid or someone is changing the price and pocketing the difference. The deli next door is better.,none,"This restaurant is awesome.I love the food, the owners and the waiters are really friendly.I always get my egg whites on ww tst & a hot espresso cappuccino when I am getting ready to go to work in the mornings.    Thanks guys.",none,Love the food ! Love the style ! Even though the server looks miserable I still manage to enjoy my food . The guy at the cashier is super nice. The place is also nice with mirrors everywhere you should order Togo but it's really not a dining experience to go. If you order to go you'll eat your food comfortably at home. Second time I came here better service great people,John's Diner
443,none,none,none,"A hole in the wall Dominican restaurant in Washington Heights in Manhattan.We sat at the counter and ordered dinner sized portions of already prepared stewed Oxtail and also Chicken.  We had a choice of Red (kidney beans), Yellow (our choice) and also white rice.The Oxtail was really delicious.  The Chicken reminded me of Filipino adobo Chicken perhaps less vinegary.The star of the meal was the made to orderCamarofongo- Plantain Ball with Shrimp and Pork cracklings.  The Plantain ball was super delicious with great crunch and umami from the embedded pieces of Pork crackings.  The Shrimp came out on a separate dish stewed in a tomato sauce with onions and green peppers.  The Camarofongo is a must try dish in my opinion.Hole in the wall places like La Barca are what makes the NYC dining scene so interesting.","A hole in the wall Dominican restaurant in Washington Heights in Manhattan.We sat at the counter and ordered dinner sized portions of already prepared stewed Oxtail and also Chicken.  We had a choice of Red (kidney beans), Yellow ( our choice) and Olson white rice.The Oxtail was really delicious.  The Chicken reminded me of Filipino adobo Chicken perhaps less vinegary.The star of the meal was the made to orderCamarofongo- Plantain Ball with Shrimp and Pork cracklings.  The Plantain ball was super delicious with great crunch and umami from the embedded pieces of Pork crackings.  The Shrimp came out on a separate dish stewed in a tomato sauce with onions and green peppers.  The Camarofongo is a must try dish in my opinion.Hole in the wall places like La Barca are what makes the NYC dining scene so interesting.","Roy's Top 5 Things to Know:1. A  hole in the wall Dominican Restaurant so more of a delivery spot than dine-in.2. Their chicharron de pollo sin hueso is really good. The best in the neighborhood only second to Dyckman Express' sin hueso. Their rice and beans are as good as any in the neighborhood as well. 3. They deliver late night, probably the most late night Dominican restaurant delivery spot in the neighborhood. Most spots stop past 10pm. This spot easily delivers past 11pm.4. They deliver to the Children's Hospital if you're expecting a new child.5. They have metered parking in front on Broadway.",La Barca Restaurant
444,none,none,none,"I was skeptical of trying the garlic wings at first because I never had them before & never eaten at this Chinese restaurant but glad I did, they were delicious!",The best Chinese food I've ever had. Jimmy is hilarious and very nice. I recommend the pork fried rice. It's amazing.,"Heard all the kudos, so I drove to  the Bronx to try it. When I walked in, there was a very good sign---there were 5 policemen ordering food. However, the results were disappointing.Very overrated food, but Jimmy the owner, is a nice guy. It is a busy place because it is inexpensive and in a relatively poor area. Best Chinese is certainly not the best, but not the worst either.",Best Chinese Restaurant
445,none,Customer service definitely needs improvement. Third time visiting since this location opened and the level of service has already gone down. The restaurant itself is usually busy but fairly clean. The food on my last visit was horrible! I ordered mild wings but I definitely didn't ask for the extra grease on the side! The amount of grease that leaked from my food was ridiculous SMH. Thankfully I have rubber mats in my car because the grease definitely would have ruined any fabric it came into contact with. There is no reason for that amount of grease to be served with any dish! I need to find another location after that incident.,Nothing really exiting about these wings. Finally tried them after hearing many good reviews and I'm not a big fan. It's a little pricey for wings and they are very high in sodium.The staff seems to overworked because lines are long and the production can't keep up with the demand. Hopefully the make some changes.,"Thanks Wingstop, for sending me particularly soggy wings and fries even though I asked for extra crispy everything. I know first hand that you guys have a button on the register and a button on the fryers for extra crispy, as I used to work at a Wingstop, lol. Why's this so hard? Delivery was fast though on a late Tuesday evening, thanks I guess.",none,none,Wingstop
446,none,none,none,"We love this place.Awesome service, food  super tasty, small place but intimate. Good selection of Wine.Highly recommended!","Congratulations, GAUDIR!This Catalonian tapas restaurant in Easr Harlem used to have a Monday-only schedule and merely shared a space with another restaurant but now they have their own space and are open all week long! My favorite was a generous serving of garlicky squid-ink fideua that's worth breaking any diet. And the setas are like bombs exploding with flavor! The servers, although it's just the two of them, managed the entire place quite well. Thank you for even lending us your umbrella. We'll be back for your  paella!","Best tapas I've had in NYC, the taste brought me back to Spain! I never drink sangria in the US because its always too sweet but I gave theirs a try- it was sooo good! Also had the pulpo, croquettes, espinaca, all delicious. But my fave was the pan con tomate- its such a simple app but it is my favorite when I am in Spain. GAUDIr nailed it, quality of the tomatoes and olive oil, perfect type of bread.. I could've eaten 2 orders. I loved everything about this place and cant wait to return",Tastings Social Presents GAUDIr
447,none,none,none,"I do have to give this little gem a review. For quite some time I been wanting to go have lunch here. I finally went for lunch and had the teriyaki salmon and my friend had the noddles. Everything was very good including the miso soup ( amazing miso soup) we were hosted by a you g lady name Mia, very sweet and attentive. Drinks weren't all that but dessert was also pretty good.","I absolutely hate ripping on restaurants but Ceetay takes the throne for the worst food I have digested, or tried to digest. I understand that its an Asian-Infused restaurant so the authenticity is not going to be there. The service was lacking as well too. We were greeted and seated with no smiles or a hello. A poker face server/host took down our order with no facial expression whatsoever. ***ALL ORDERS WERE LUNCH SPECIALS!***Fried Rice (Vegetable Spring Roll Appetizer):Unless you're a cilantro lover, please for the love of God, ASK FOR NO CILANTRO! They add a layer of cilantro over your rice and incorporate more cilantro into your rice which makes it difficult to remove some. The rice was VERY VERY VERY BLAND. Absolutely no flavor besides soy sauce. Do not order the rice! What makes me sooo mad was that my fried rice was BURNT! Every bite I took, theres a piece of burnt pieces in my mouth. Its like they don't change the wok or clean it. The vegetable spring roll was good but it tasted frozen.Pad Thai (Miso Soup):The Pad Thai is no where near an authentic Pad Thai so please do not get your hopes up. The pad thai was loaded with sauce which makes it inedible. Tasted like a very American dish, loaded with some sweet sauce.Save your money elsewhere! This is a trap!!","Great food, awesome location! My boyfriend and I have been dying for a quick take out spot close to home. And living in the Bronx makes this practically impossible, especially if your not into the local pizza  and Chinese spots(yuck!) So when I stumbled upon this place i was in heaven. I'm a sucker for great service and i received it to the fullest. Definitely coming back. ***Decor was super hip and the music was so relaxing. Definitely an A+++",Ceetay
448,none,none,none,"A local famous spot with only ten tables. I sat at the counter and watched the cooks in action. Had an omelette with ham, mozzarella, and tomatoes with homemade fries and a muffin. They have a small counter for quick coffee and pastry orders. I can see why locals flock here: Staff knows regulars names and orders and the decor feels like grandma's house with its woodside paneled interiors.Food was good and comforting. Coffee was sufficient. Will come back the next visit.","They were prompt with service. Delicious coffee! Got shrimp tacos, some shrimp seemed barly done. Found a hair in the one taco. Waitress was nice. Pretty busy with people walking in to grab to gos and coffee.",Great diner in a shore town in the Bronx.  The clam strips on a bun is fabulous (although there was a hair stand in my sandwich).  The waitresses are super friendly  Many specials each day are freshly prepared and taste great.  Been here many times over the years and I keep coming back.  So will you!,City Island Diner
449,"Surprisingly decent Caribbean food in the Bronx! The delivery fee is a tad excessive but the food was hot and came timely. However, stay away from the roti.",none,none,none,Love it! The portions are big and the food delicious. Always hot and tasty. I live their jerk chicken!  Check it out!,Its $7 for a small plate of stew chicken rice and cabbage! They pack your container as well. All good signs. The stew chicken was great. On my rice I got oxtail gravy and the cabbage was everything. The small plate can feed two people if you are sharing. The place is clean and they take credit/debit. It has air conditioning and a nice size seating area. The have smoothies and green juice here as well.Will definitely be coming here again if I'm in the area!,K & L Jamaican American Cuisine
450,"I've no idea the names of the two gentleman working at the establishment, but my hats off to them!! No lineFolks are eating Service is moving smoothlyAnd they were polite and efficient.",If you like this resturant well enjoy it as much as you like and more power to you. But I really don't have good experiences with this chain. When food is served it's served all wet and overcooked and I shouldn't have to feel belly pains after I finish my meal. The burgers are overcooked the cheese is wet defrosted and stale in terms of flavour giving a bad stomach. Hot dogs? Eh... They arlight I guess. The fries well the over exaggerate with giving you a soda cup with 1000 fries. The fries are Bellow special with not enough salt and coming off water wet.People hate greasey stuff. But this restaurants greasey is the wet watery type of greasy like putting water on food.This isn't something I'll recommend.,none,none,none,"a quick stop at five guys in the bronx off the  hutch parkway was also a first visit for my buddy from italy and he enjoyed eating something besides pasta . the typical 5 guys decor of red and white interior and the typical 5 guys menu of burgers , hot dogs , fries, shakes , sandwiches and the double soda machines with many choices. plenty of tables to sit which is not the norm for the few manhattan spots i have visited in the past . the burgers are a bit pricey but them suckers are tasty especially when you add a bunch of toppings , hot dogs are not bad as well, veggie burgers are not that good in my opinion and i never had one of their sandwiches . the shakes are sweet but are gut busters and if you do a triple header of chesseburger , large soggy fries and a large shake i can only say is god bless and it was nice knowing you (lol). my buddy had the double patty burger with the works and fries and was wolfing it down like it was his last meal on earth , i am simple by ordering burger with grilled onions , mushrooms , relish with a large diet fruit punch and i am happy even though this lunch cost me almost 30 bucks . 5 guys burgers is my once in a while guilty pleasure cause more then once in while might not be a good thing.",Five Guys
451,none,none,none,"Had Brunch last Sunday with my family, it was one of the most amazing experiences ever. The owner and his wife were very friendly and helpful. The decor is truly amazing; it has a very warm and homely feel. The food and mimosas was to die for !","Based off the one time I've went here I didn't have problems with the erratic hours. The happy hour was nice and the space is nicely decorated. The tacos were really tasty but expensive. I wish the food was more affordable! Otherwise it would be 5-star. Also based on other people's experience I would be concerned traveling far to come here, since a few people stated problems with the kitchen or establishment being open. If I didn't live a block away I probably wouldn't have come here.",Sooooo good. Delivery was fast and the food was amazing! Definitely recommend!  The salmon wasn't dry and the Mac and cheese was so good. Rice was cooked well and beans were flavored well too. This will be my go to for Jamaican food,ESO
