,Negative Review 1,Negative Review 2,Negative Review 3,Positive Review 1,Positive Review 2,Positive Review 3,restaurant
368,"I have ordered and ate at Call It A Warp for many years now. I have never endured anything like this before in regards to their service. I ordered a chicken and rice soup, the distance I traveled to is 0.7 miles... a 4 minute drive. I took the soup out of the bag and due to it being extremely hot the led melted and the soup exploded everywhere, including my leg. I called to explain to them the situation and was mocked and laughed at as whoever answered the phone was discussing it with another co-worker. The girl who I was speaking with said... verbatim ""What would you want us to do? You want a new soup or something, like what? I don't get it."" I will never do business with them again. They need to hire professional individuals who are answering the phones or do a better job training their staff on costumer service. I picked up the new soup, again, explained and attempted to show the girl what the soup led looked like for her to not show any emotion or a care in the world. Only reason I went to get another soup was because it was $ 9.80. My experience left me with a burnt mark on my leg and very unhappy.","When we asked where to pay the woman behind the counter made a joke and basically mocked us saying ""where to pay? You're standing at the counter"" nasty service","I've been going to Call it a Wrap since it opened. I have ordered many, many times. Lately I've been getting my orders messed up. Today, March 11 at 6:50pm I dealt with the nastiest manager I've ever spoken to in any business. Pizza was prepared incorrectly (missing broccoli) and a wrap was missing. We called to let them know that we can accept the wrong item but we need the wrap. The manager asked if someone ""took it"" with out us seeing and I explained that it's just my wife and I here at the moment and that no one took it. She told us she saw the wrap in the bag leave to us. I told her about our loyalty and explained that we're not trying to get a free wrap. She said it would take over an hour to get a new one or we could get a credit. We refused because her nasty attitude lead us to believe she would tamper with the food. Finally I said she could send us the wrap but I want the pizza done correctly too. She told me that the pizza was done right and did have the broccoli on it, again she said she saw it herself, I told her I could send a picture right now and i told her how much she was offending me. She got loud back and told me her boss would call us right away. I'm still waiting on that call. I'll never order from them again.","Call It A Wrap with the quickness, more then a  sandwich shop! Hip healthy food joint, no other location on the Island, SMH why ??!!This place had Swordfish and Ostrich available as a special! I had the Bison and Spinach wrap- warm melted oozing mozzarella cheese- nommm nommm Extensive : Healthy options on menu, open seating area, lunch shift was effective and timely, Next time I will placed order for pickup. The staff was on top of it, phone orders, pick ups, deliveries- I was impressed with how well they all worked together.  No wait time for a healthier lunch option in the  deli dominated and pizza parlor neighborhood.Next time I will have to get a smoothie.","Came here for lunch one Saturday and I got the grilled chicken strip salad, a side of fruit salad, and a water. I ate in and to my surprise my meal was served on paper plates. You know, the ones you purchase at the grocery store for a bbq. The salad was good. I can't complain about that. I didn't eat the fruit because the paper plate was so soggy from the water in the fruit it was falling apart. I HIGHLY recommend investing in better quality dishes to serve food. I eat salad at many places in the city. The salad usually comes in a cardboard or plastic BOWL. My fruit is usually in a bowl or a cup! Not on a paper plate. They have a lot of good options for everyone. Just need to update their dish ware.",They have a wide range of options but it's a little pricey for a wrap but I do recommend if you want to splurge a little.,Call It A Wrap
369,We ordered 3 different dishes. I had the chicken francese and was the worst I ever had. Wanted some lemon taste and there was none . Asked for extra sauce and barely had any.  My cousin had their meat sauce and I have to agree was okay.,"Until now I'd heard great things about this place. A transplant to Bayonne a few years now, I took the opportunity to visit this place with a friend for the first time at prime dinner time on a Saturday night. Long story short: the food was very good, the service - BIG disappoint, and frankly we were both equally shocked at the rude, obnoxious, unethical, and presumptuous behavior and attitude that met and followed us throughout our dining experience. First, when we walked in, at least 3 waitstaff at the front turned to look at us and said nothing (red flag #1). Fortunately a host saw us and we got seated. A little while after being served our food, I ran out of water in my glass. Getting it refilled was not easy, despite the fact that there were 2 other parties in the whole place, and at least 6 waitstaff members standing around basically chatting with each other not looking up once (red flag #2). It took us cranking our heads several times for 1 waitperson to even notice us (we considered walking up to the front bar to ask for water). Now annoyed, my friend and I agreed to get a to-go container and the check and leave. Red flag #3: A bus boy brought us a to-go container, having carried it with his fingers touching the inside of it (disgusting), so we had to ask for another clean container. Lastly, when we got the check (here's the icing on the cake; are you ready for this?) we didn't have exact change but still wanted to pay by cash so we put our larger bills into the bill pocket (or whatever you call it) expecting to get change back, so we could figure tip; they never brought us our change; they just assumed that all of the cash was for them!!! Having dined in many restaurants over many years, NEVER has a waiter taken money and not returned change (WTF!?); isn't this the first rule of service ethics? We had to ask what happened to our change to get it back!!!! By this point, we were livid and wanted to leave as quickly as possible, so we walked out, and on the way out, the whole waitstaff up front tried to say goodbye, which we wanted no part of...we heard them mumbling under their breath snarkily since we didn't respond. We couldn't get out of there fast enough. Going forward Mona Lisa's will be my only go-to place for Italian food in lower Bayonne; Sarelli's could learn a thing or two from them about attitude and customer service.","We went here on a recommendation from family. Nearby home so we decided to try it. We sat at the bar for dinner. The place was nearly empty at 8:30. It smelled funky so it immediately turned me off. There was only one waiter which is fine, but it took a long time for him to ask for our order. I ordered the chicken francese and my husband ordered the chicken parm. The chicken parm was subpar but the chicken francese was good. My major complaint was the entrees didn't come with a salad or even bread. When you go to a Italian restaurant in Bayonne, you usually get something with your meal. Very disappointing !","I always start with the calamari at this place, it's almost like a must have for me. The steak and potatoes are amazing, again, this might be a must for me too. The potato's are thick cuts and made a little crispy. This place can be good for a date night or a causal night. On fridays they have a live band consisting of a couple who sings.",This is my favorite restaurant in Bayonne NJ. We would go there like every other week when we lived there. Now we live in NYC and we still miss it! The seafood linguine is my absolute favorite dish. When I worked in the city and lived in Bayonne I'd bring all my friends there. The owner Sal is also great.,"When you thinking about an environment to have a nice quiet dinner this is the place. The chef the staff the service the quality of the food blend together to provide an enjoyable evening.Even if you want to order off the menu the chef will accommodate. The specials, the menu and the quality of the food served, with a friendly and attentive waiter staff, makes this my go-to place for date night.Each Friday and Saturday local artists perform ""Music on Broadway"" a delightful experience. Music starts at 7pm and the audience partcipates in the music selections.",Sarelli's
370,Absolutely horrible. New ownership! Previous owners would be disgusted! You should change the name and maybe serve Egyptian food instead because you can't make Greek food that's for sure. Salad was brown and soaked in dressing to the point it was soggy. Gyro meat was cold like ice cold had to reheat. I wouldn't have ate any of it if I wasn't starving. Spanakopita was burnt and as hard as a scone. Never ordering from here again. You people should be ashamed of your selves 40$ for crap food. Such a shame this place was so good before.  Never again will I throw my money away to you!,"This is ok for Nassau County , but food was passable no comparison too Greek in Queens or Astoria . It was not busy on our visit took a long time for food too come. All dishes tasted the same not as good as your local diner.My advise go elsewhere. Closing note extremely pricey for what it is compared too other Greek Restaurants .Pass by this one and go elsewhere.","The food taste was average. It wasn't that fresh and it made me a little sick. Also, there was a hair in the gyro.",Great food. Hummus was amazing. So was greek salad. Had big trouble deciding which dish was amazing. The service was super quick. Ended the dinner witth Baklava and was left speechless. Highly recommed the place. Look forward to visit next time. Cheers! :),The schwarma is pretty damn good. I've only ever had delivery but I was happy with both the quality and the quantity of food. Value is on par with above and fair.,Excellent Greek Food Restaurant! Would definitely recommend to anyone looking for authentic Greek food.,Santorini Grill
371,"Bartenders nasty, people who go there start fights very young crowd don't look of age, food is good though","One of the guys checking ids..he was an older guy was rude as fuck. You're ""security"" for a shitty ass bar on Staten Island. Get off your high horse. Place is dirty as fuck too. Stay away. Better places on Staten Island to go to.",The people suck. If you love totenville and Annandale you belong here. Full of basic bitches !!!!!! And gross guys bon apple tea hoes,its a great place to watch the ny teams win a championship. beautiful ladies work here. they are very friendly. they like to tell jokes. upbeat atmosphere here. have to hand it to carmine gualtieri who has hit a home-run with this place.,"My friends and I have been well paying customers for several years. We were told we could not enter due to our sweatpants. I forgot this is an ""exclusive club"". Definitely will reconsider going there. Isn't money green regardless of where it comes ?",Twice I have been here with my husband and I dont think the waitress with the long black hair she is white slender female likes hard working well dressed Latinos she is  very abrupt and obnoxious when asking her something and really doesn't look she wants to o accommodate only her kind.,Play Sports Bar
372,Worst calamari I've had. We ordered 2 plates of rice and didn't even get them. I got refunded but I'm still mad cause I spent a lot money and the quality is not even that great.,"Oh my goodness, let's just say I'll stick to the drinks. I ordered chicken pad thai, shrimp dumplings and wontons. Absolutely vile. Both the wontons and shrimp ""dumpling"" (quotable because they both look alike) anyhoo, they were both stale... you could taste that the shrimp was off. The pad thai was bland, dry. No peanuts and had onions... ONIONS? Bean sprouts yea but onions.... Needless to say I was credited for the meal by grubhub. Never doing that again. Sorry","Big mistake ordering from here. I was really just sad to have wasted my money. Flavors are lacking and whatever flavor there was honestly made me worry I would get food poisoning. The first thing I noticed was that the styrofoam containers were melted from the heat of the food. I got the pineapple fried rice which is normally one of my favorite foods but their version was very disappointing and the flavor was all wrong. Won't be ordering from here again and I'm convinced most of the good reviews on here have to be fake. ""Literal doodoo water"" -input from my boyfriend","Amazing service! Amazing food! I usually don't love Thai food but so happy I have this place a shot! Pass it every day on my way to and from work, not sure I'll be able to resist when I drive by now.",Absolutely fresh tasting and delicious. Prices are moderate and delivery on Friday night was relatively quick.  My only regret was not ordering a few more items but will certainly order from them again very soon.  The pineapple chicken rice was flavorful and the chicken with peanut sauce was just as delicious!,"Just picked up a ""$7.95"" lunch special here. Only to find out at the cashier the total is actually $10.65... well that was far ways from $7.95 don't you think? Gets even better. Apparently Pad-see-uu is not part of lunch special but hey let the customer figure that out when they see the check than telling them on the phone it's not included. Not to mention did not include the wonton soup (see the picture, it clearly includes Wonton soup) that was supposed to be part of the lunch special. Guys, plan and simple - I don't care if I have to pay 15$ for lunch but don't do shady business. Let the customer know what they are getting and what they are paying for. Restaurants that does shady things like this are rare and needs to be pointed out. I don't plan on going back here. Thought I'd share. (Also, if you do plan on getting red curry - don't it's more like Red curry with no actual curry it's dry - already had this experience last time so this is it for me)",Thai O'Brien's
373,Surprisingly many people in there waiting on their order.  This is NOT the Tack's I used to know.  The food has been downgraded and obvious short cuts taken.  I haven't been here for a while and decided to try it again when I passed by.  The chicken dish I ordered was subpar.  What happened to this place?  I will not return.,Just bought chicken and broccoli with pork fried rice. This food was soo spicy it left my mouth burning. The pork fried rice was a dark brown color and tasted awful. Every other place that I get pork fried rice from the rice is always yellow.  I have never tasted chicken and broccoli that is spicy.,"A few months back, this place had the absolute best Chinese food. I would tell everyone that would listen that their chicken and broccoli was pure perfection: the thin sliced chicken, perfect amount of sauce and the SAUCE!! Perfectly flavored and the right consistency. I have eaten chicken and broccoli before that had gelatinous and salty sauce but Tack's sauce was a dream. I noticed about 2 months ago, the chicken and broccoli becoming flavorless and oily. I figured it was a fluke and wrote it off to a bad day until the next time I ate it and it tasted even worse. I swore that was it for Tack's. Tonight my husband went and picked it up while I was napping and when I took a bit of the chicken and broccoli it was flavorless and oily, the fried rice had no flavor except for a faint hint of horse stable and tell me how even white rice can taste awful? Two bites and I was gagging. In the trash, the food went! What a waste of $30! It's a shame because the people who work there are so nice and the food was excellent.","Easily the best chinese takeout on Staten Island. The service is quick and there's something comforting about always calling and hearing Tack's pleasant ""okayyy,"" when you call. If you like spicy food, Tack's is the best at catering to spice levels, just use the""X"" system when ordering. Now, I like my food spicy so I'll order my food and ask for 1x. (Pronounced ""one x""). I've tried two and it's just too hot to enjoy an entire dish. I imagine 3x is for devotees of man cs food challenges and iron stomach linings. My go to dishes are the chicken chow fun, beef & broccoli, pork fried rice, and barbecue spare ribs. My wife loves the sesame chicken too. The only star deduction is for the cash only policy which can be inconvenient.",One of the BEST Chinese Take-Out's on Staten Island.  Nice family owned business.  Very friendly.,Tack had the best food on SI two weeks after new owners took over it went down hill .miss tack and his family. I wonder where Tack would order from Now?,Tack's Chinese Take Out
374,"Was looking forward to experiencing this restaurant. Unfortunately , I ordered pasta primavera and was served frozen vegetables. Carrots and broccoli cut uniformly, corn, peas and Lima beans. Chef should be ashamed of himself for letting that out of his kitchen...stouffers would have been better!","We've come here quite a few times and never had a problem until 3 weeks ago. I didn't want to write a negative review but I wanted to warn other diners about this place as they are dishonest. My husband ordered the Chilean Sea Bass fish special and he took a bite and said the fish didn't taste fresh and it was mushy. So he told the waiter and the waiter looked confused. My husband told him politely that he wanted to order a different dish instead. Now mind you we didn't make a scene or anything. So the waiter brings him the veal dish he opted for and as soon as he puts the dish on the table he tells my husband that the chef tasted some of the fish and that he said it tasted fine. The waiter started getting argumentative saying ""but the dish was fine"". So now I'm saying to myself wtf is he implying?? It's as if the chef got offended. And who tastes another strangers dish (gross)?? Why would my husband send it back if it tasted fine??? And whatever happened to the customer is always right? Anyway my husband again told him that the fish did not taste fresh and that it was mushy and not firm. Now at this point my husband took a few bites of his veal dish since he was hungry but we wanted to go home after being questioned about a dish that definitely was not fresh. So we asked for it to take home and asked for the bill. When we got the bill we were appalled!!! The bill was $164!! Now mind you we did not order any drinks, just 1 app, my veal entree, my husbands veal entree, 2 ginger ale's. Of course first thing that came to mind was that they did not deduct the fish dish. So we looked over the bill and it showed everything we had and it showed the fish dish crossed out BUT it was not deducted from the total. What kind of sh*t is that?????? That's some sneaky and dishonest thing to do to your customers! And it gets better. Seemed like our waiter was not in sight after waiting and waiting for him to come to our table so we can tell him of his mistake. So we flag down a different waiter and tell him to please get our waiter as there is a mistake on our bill and he looks at the bill and says that it is correct because the fish dish was crossed out. Well apparently no one here knows how to add. So I told him no, it's wrong - check it again. So he gets our waiter and he comes and looks at the bill and looks confused and walks away with the bill. He comes back a good 10 minutes later and says ""oh sorry"". Unreal. Bill was now corrected to $124. On the way out, the owner turned the other way and didn't even look at us lol. As an owner, he should have came to our table and apologize for the dish and that should have been the end of it. They made us feel like it was our fault for sending that fish dish back and to add insult to injury they tried to charge us for that dish and be sneaky about that too. We will never step foot in there ever again after this. Plenty of other restaurants nearby that are far more better and aren't crooks.","I don't know why but I always try to come back to this place and give it another try but I hate it every time. I went for lunch a few weeks ago and I hated it still. The place smelled funny when I walked in, for lunch they give you the lunch only menu which I hate - I want the full fucking menu but I understand not all places do that during Lunch hours. I ordered the rice balls for an appetizer - they sucked and then I ordered a burger medium well and it was bleeding all over the plate so I just left it and didn't touch it. The food just isn't what it was when I used to go on Hylan Blvd years ago. Also - the place needs a face lift. It's decorated as if it's a townhouse built on Staten Island around 2010 with the colors and tile on the floor etc. I really want this place to be better but it just keeps disappointing me every time. I will not be returning again until I hear it's changed in some way.",My favorite restaurant. Consistently good! Never disappointed.  I enjoy the specials and they are very accommodating when you want to modify a dish. Love the wait staff they are always so friendly. Favorite dish is the seafood fra Diavolo.,"Very pleasant experience. We were a group of 10 and ordered a range of food from the daily specials list like baked clams, crab cakes, pizza, veal chops.Everything was soooo YUMI We had a lot of fun and prices are reasonable","UPDATECame for Mother's Day dinner in the later evening hours since we've been here before and were satisfied with our meal. Well, times they are a changin'. Things that haven't changed are the patrons, as its south shore Staten Island at their finest. Also their French fries are still A+First off, we were handed a special Mother's Day pre-fixed menu, which we were not aware was the case since no mention was made over the phone when making the reservation. When we inquired if it was possible to order off the regular menu, the waiter, who defines the word abrasive, snapped at us with a NO. We asked if we could order pizza since we had children with us to which our waiter again snapped, ""If its not on the menu, don't ask!"".For appetizers, we had the fish salad, and two orders of the Luna combo platter, which consisted of fried calamari, grilled octopus and baked clams; all of which came out quickly. The fish salad was light and fresh, and the calamari were also good. Baked clams were a fail. The waiter calmed down his act, but there was a significant amount of time between the apps and main course. While waiting, since we had lots of time to do some observing, tables behind us were ordering from the regular menu. Good to know. Thanks waiter.For the main course, I had breaded pork chops which were good and had lots of flavor. Came with a side of broccoli and a few shreds of spinach and potatoes that were hard like a rock. The filet mignon came out mooing that it was so rare. My dad ordered the branzino and he said it lacked any seasoning. Main course gets a 5 out of 10. As the meal came to a close, a dessert order was placed. I asked for the vanilla bean gelato. While waiting for the bathroom, which gives an insightful look into the kitchen, my sister witnessed an act that is very unsanitary and totally ruined the experience. She saw a worker molding the gelato into the silver container it is served into, with his BARE HANDS. He then looked up and saw my sister looking in, and he quickly washed his hands, mumbled something to his sidekick, who then swiftly pulled the kitchen curtain closed. Typically thought gelato gets its scooped shape from an ice cream scoop. Guess at Cafe Luna they get their scoops from making snow men with their hands. I did not touch the gelato as my sister tipped me off that this is how it was prepared. There was no sense in mentioning something to the waiter because he was angry he had to work to earn his living. This trip was a total miss. I do not know if I'll be back after being witness to this odd/unsanitary act of serving ice cream.",Cafe Luna
375,"Blt is the hot diggity dog there and their eggplant.... Junior there isn't so friendly but you'll get over it once you get your food, your change and your extra ketchup on the side.","I wanted to order their famous roast beef and mutts  on a hero and their dipping sauce, but the place is filthy inside. Not to mention the B rating on the window .  I walked outside and never came back.","You can't go wrong with this place, traditional Italian specialities and Hot Roast Beef to die for, catering, take out or eat in, parking around back.","This is probably my favorite deliTheir sandwiches are amazing, and if you go, I recommend a BLT on a beef patty in cocoa bread (don't forget the hot sauce, you won't regret it)",I was introduce to the shrimp parmigiana sandwich through my son as he attended the high school years ago and I still go back. It's the best.,"Just when I thought I was going to miss Brooklyn here is another Brooklyn great on Staten Island!!! This place happened to come up as a suggestion on my Yelp, and when I seen johns deli I wanted to scream! I immediately asked my husband if this is the same from Bensonhurst! Then looked at the pictures on Yelp, and seen the roast beef and brown gravy!!!! You have no idea how happy I was, and then when I went that same day my navigation said three minutes away! Which made it so much more better!!! There is also parking on the side, but I was so excited I illegally parked right in front, it's a small place, tables in the middle, and a long time, same signs on the wall, like the one in Brooklyn, I ordered my roast beef on a roll, with mozzarella, onions, and a LARGE brown gravy on the side. Rushed home (3 mins) and to my surprise it was the same!!!! Same great taste!!!! I must have demolished that sandwich in three minutes! A guy on line recommend the shrimp parm, one day I will try it, but I'm such a sucker for that roast beef!!!",John's Famous Deli
376,"It's unfortunate that the food tastes good at this establishment. I had a terrible service experience the last time I ordered from here. It takes over an hour for them to prepare their food, which I have come to accept. However I stood at the counter waiting to pick up my order for 10 minutes. When one of the several workers finally acknowledged me, I told her I was here to pick up my order. She asked me if I speak Spanish and unfortunately I do not and when I said no, she proceeded to ignore me and continue what she was doing. It made me feel extremely uncomfortable and I continued to wait till one of the other workers would assist me. Then she proceeded to tell me I owe them money when I paid for this order online.Overall it was a terrible experience, enough for me to never order from here again.","Not licking my fingers or sighing from having just been satisfied with a fulfilling lunch. Not doing either of those things because I just finished, or shall I say ""partially finished"" lunch. OMG!!!! Such a disappointment for me, first and foremost, seems like this delivery took forever and a 1/2 day, but its lunch time, so I can resort to pettiness and overlook that. This was a group order which consisted of the following:* 1 Pernil with White Rice & Red Beans* 1 Maduros* 2 Chicken Empanada* 2 Meat Empanada* 2 Shrimp Empanada * 1 Randy Chicken Wing with BBQ sauce.So there you have it lunch for the day. First & foremost this review is not based solely on my picky opinion, but the opinion of a diverse group of people, ""My coworkers"". So here it goes.... We all thought the Empanadas were mediocre to say the least; they were described as small and dry. I only had the shrimp Empanada, but I agree with everyone else; in addition, 1 Empanada was missing from our order, yet there was no explanation as to why (so much for customer service). Did they run out? Did they forget? I have no clue, but a phone call or email would have sufficed, I'll have to keep an eye on my credit card bill just to make sure there's a price adjustment. According to my coworker who ordered the Pernil with White Rice & Beans, he said the dish was good; while it didn't exceed his expectation, it did meet his expectation. Now for the main event... My Wings.... They were saturated in barbeque sauce and were extremely soggy (see pic). There wasn't an ounce of crunch to the wings at all and I can truly say I am highly disappointed and have wasted my hard earned money. I was overwhelmed with the amount of sauce used and was only able to eat 1 Wing, my supervisor agreed that there was literally too much sauce. ""Will I attempt to try something else from here again?"" you ask ""Absolutely""... ""Not!!!!"" I Should have gone to Havana Central or el Lechon de Negron but they don't deliver to Avenel""damn!""",Called at 8:30pm to get a specific item which they said was freshly made & I was advised that I had to wait a bit to let it cool off before picking it up. I inquired about their hours & they stated they were open until 10:00pm. I get there at approximately 9:10pm at which time a lady advised me through the window pane that they were closed. I advised her that I called and she just stated we're closed! I can't believe they seriously just wasted my time. They have definitely lost future customers. I guess I will just go to the Dominican restaurant on Wood Ave next time. I will never spend a penny at this place.,"My friend raved about this place and I added it to my bookmarks. On Saturday while craving some of my native food I decided to give them a try. At first I was ready to walk out because no one asked if I needed to order, was waiting, nothing for over 5 minutes. Just as I was about to leave a young girl was ready to take my order. I ordered white rice, light beans peril (roasted pork) and a beef enpanada. Did not like the rice. I hate mushy rice. The beans were flavorful and the pork was good. Well seasoned and cooked well, but still juicy. The beef enpanadas were filled all the way, unlike most of the other Dominican restaurants that give you an air filled pastry. It was a bit oily, but tasted good. I am giving them four star because they are family owned and managed. The young girl assisting me was the one helping the others get it together and I know family owned business are hard to control and work in. It is also hard to also get other people who do not have a real interest in the business to corporate, but if they can get some better workers their business would boom even more. Grandmom was working too, placing orders! Too cute. Business has a lot of potential and can't wait to come back to try their mofongo.","I had their food at a street fair so can't review the physical location but YUM. Pernil with yellow rice with peas and sweet plantains (maduros). Delicious food, good price, and very friendly staff. I would eat their food again for sure!!","I've visited this restaurant for the first time ever. When we got there we seated ourselves. Within 10 minutes a young woman did come to the table to take our drink orders. About 10 minutes later , another woman came to the table and and apologized because she had forgotten us and took our orders. The red snapper was out of this world!!!! We also ordered empanadas, black beans with white rice and maduros. They gave us a free sample of San Cocho which was also delicious.  The food was so delicious that we decided to order chicken to go. Overall it was a good experience. Good service and good food. The prices were a little expensive for the portions. We definitely would go back again",Meson Tropical
377,Breakfast was delicious. Place is extremely loud. Can't have a good conversation. Mexican fiesta omelette and greek salad were both very good. Coffee is ok.Outdoor seating (not where we sat) is in a parking lot off Hylan Blvd & a neighboring mechanics shop. I wouldn't recommend for an outdoor meal.,This is was my first and last visit to this diner. The waitress lied to us from the minute we walked in. Told us there were no specials only to find out there were in fact specials the manager came over super rude and told us that we already ordered so no changes but he would take money off the bill but could care less that we were upset. Food came waitress nor manager checked on us and forget about finding someone to give us our check. Very disappointing to say the least,"Horrible customer service. Nobody listens, I ordered well done and my burger was alive still. 23$ dollars for two burgers and they made wrong. Stupid diner says well done on receipt but people must not know how to read. Literally Walked 15 minutes to get disappointed and over charged. Easiest thing to do is cook a burger if you can't do that right you should close AS SOON AS POSSIBLE!!! TRASH PLACE I RATHER STRAVE! Never again !","Have had breakfast twice and dinner once. All were good experiences. And food was delicious. For breakfast the Mexican fiesta omelette with a greek salad was very good. Coffee is also good. My wife also enjoyed an omelette. For dinner I had the Greek combination platter: Gyro, Chicken, and Falafel with Rice, Pita, Greek salad and Tzatziki sauce. It was fantastic!  My wife enjoyed the open pita. My In-Laws loved the Roast Beef Au Jus and a Chicken & Mushroom Panini. My 2-year old daughter enjoyed the grilled cheese and french fries. The place can get very loud when it's very busy. My wife and I couldn't hold a casual conversation during breakfast. We had to raise our voices. Just something to keep in mind.","This is my absolute favorite diner on the Island.  I come here all the time. The food is amazing. I haven't had a bad meal here. I've tried typical breakfast food, entrees, deserts, wraps and pasta. If you like pasta, try the Penne vodka. I could not believe how grit was. You wouldn't think about ordering that at a diner but give the food a try, you won't be disappointed. Also, not only is the food great but the service is great as well. The manager always comes over to see how your meal is and if you need anything and the wait staff is phenomenal. Elizabeth is probably the best waitress you will ever encounter. I highly recommend this dinner.Updated to show pictures","This is my absolute favorite diner on the Island.  I come here all the time. The food is amazing. I haven't had a bad meal here. I've tried typical breakfast food, entrees, deserts, wraps and pasta. If you like pasta, try the Penne vodka. I could not believe how great it was. You wouldn't think about ordering that at a diner but give the food a try, you won't be disappointed. Also, not only is the food great but the service is great as well. The manager always comes over to see how your meal is and if you need anything and the wait staff is phenomenal. Elizabeth is probably the best waitress you will ever encounter. I have seen some reviews say things about the price but I really do not think it's that bad compared to many other good diners on the island.. I highly recommend this dinner.",Hylan Diner
378,"Extremely disappointed.  Visited today, and it was largely empty.  Ordered a sandwich that I am assuming was a special, as it was hand written on paper in a window.  It was supposed to be Cajun fried chicken, with bacon, baby spinach, pepperjack cheese and chipotle mayo.  Ordered fries with it.After about 5 minutes later, waiter came back to tell me they were out of baby spinach, but he could replace it with another green.  That was fine.Food comes out, I bite into the sandwich, and there was no cheese, no bacon, no replacement green, and the mayo was plain mayonnaise.  There was nothing ""Cajun"" about the fried chicken, though it was cooked well, and crispy.  The fries were lukewarm, at best, but really bordering on cold, and desperately needed salt.  They were super soggy.  I would have brought it to the servers attention, had the staff not been working very hard trying to look busy in a largely empty restaurant.  The lone decent point were the pierogies, although they were just that- decent.  Being a native islander and never eating there prior to today, and knowing its reputation over the years, I was looking forward to eating there.  However, this experience ensures I'll never go back.","I am  highly disappointed in this venue. As a woman who ventures out a lone, and has performed in bars, I have had my faire share of oncoming abuse from horny drunk ape men who have anger management issues. I have knowns this place to be a safe haven, and I even developed an open mic on Tuesday nights to help bring business in and perform my art here. However, it all stopped when a nasty misogynist, apparently friends with one of the bar owners, called me a ""cunt"" loudly and repeatedly after I asked him politely to finish his  pool game so I can set up for my scheduled gig, he then proceeded to push me, and my boyfriend at the time. The cook came out and witnessed his behavior. I went to take a picture of the abusive dude and called the police, and then he hit my phone out of my hand. People sat frozen, the music stopped and no one did anything. The next week the owner called me, he said the guy apologized to ""him"" about his behavior and he didn't need my services anymore at the bar. In other words, his buddy wants to be free of seeing a woman run shit at this shit-hole.  So, GUESS what misogynists?  This place is all yours... and any musicians who are okay within bringing business in for your dirty pockets contribute to everything that is wrong with the world. NO one wants to eat your roach infested food either.","Bryan: ""What's in the burrito?""Waiter: ""I don't know.""Bryan: ""I'll have the grilled chicken sandwich.""55 minutes later we left, having never gotten any food. No food = No stars. (Well, one star, but that's as low as I can go. Which, btw, I think Yelp needs to change.)We walked out and passed another group who had just left for the same reason, except they'd been waiting for over an hour. Riiiiight. All of this is very unfortunate, as the place was kinda quirky/cute with that random road sign, fake graffiti, paper tablecloth look and a decent menu of 1-step-up from pub grub fare. Such a disappointment! Boo.","The food is always great here , prices reasonable and restaurant clean.  I'm glad they updated it, its so much nicer without the pool table. There are not many good places to eat in the area so I'm glad its here.  The shrimp dishes are delicious, the nachos are awesome..the selection of beer is pretty good also!","Cheddar hamburgers with sweet potato fries were excellent. Best hamburgers that we have eaten all week in our visit to NYC. My daughter's fish sandwich was superb. The waitress was very friendly with excellent service. However, the cafe was dark, which did not inspire customers to visit. We had second thoughts when we entered the cafe and almost left without ordering.  Glad we stayed and eat.",Great spot! came in one eve from Brooklyn. A band played some rocking sounds as I grabbed a seat at the bar (tipsy) I might add.  Sat next to two friendly's & ordered a brew while we made salutations. Not a bad spot. I was comfortable among the natives. Friendly bartender too! Recipe for fun.,Cargo Cafe
